timestamps,open,high,low,close,volume,amount
2018-09-05,67.63,68.36,57.61,57.82,331321.57394,20765379.8883325
2018-09-06,57.71,57.89,53.96,57.61,251529.33699,14014155.38678
2018-09-07,57.61,58.53,55.0,55.66,193929.61889,10983095.9540696
2018-09-08,55.63,57.22,51.87,53.07,187659.63017,10323291.9059615
2018-09-09,53.09,56.72,52.2,54.74,208940.08803,11413319.2266282
2018-09-10,54.79,56.59,53.03,54.34,226840.05414,12366211.0596521
2018-09-11,54.34,54.75,49.74,52.04,239830.95074,12670927.0607934
2018-09-12,52.01,52.14,47.21,51.69,276375.64336,13756255.4351725
2018-09-13,51.69,55.49,51.66,54.44,232884.22924,12514995.482319
2018-09-14,54.49,59.0,52.83,56.24,279002.97525,15505362.5990428
2018-09-15,56.21,58.73,55.61,56.22,236098.10118,13554456.1074499
2018-09-16,56.22,57.55,54.35,56.75,193175.78497,10857782.7359343
2018-09-17,56.75,57.85,51.37,52.07,256476.30399,14029350.8701683
2018-09-18,52.06,55.52,50.41,53.96,224751.4303,11874091.7786288
2018-09-19,53.93,55.28,51.62,54.27,228844.25202,12289753.5187398
2018-09-20,54.33,57.42,53.28,56.53,194009.04757,10587308.0472446
2018-09-21,56.52,62.73,56.33,60.83,323523.44211,18976330.1438477
2018-09-22,60.82,61.9,58.0,60.65,210861.69481,12631718.4569846
2018-09-23,60.58,63.82,59.86,61.38,244808.34389,15089323.8147346
2018-09-24,61.36,61.56,57.02,58.01,231626.38896,13624552.6226588
2018-09-25,58.03,58.16,54.25,57.61,279946.32153,15753483.0913105
2018-09-26,57.57,59.85,56.4,57.18,226177.44005,13066635.7611178
2018-09-27,57.25,65.67,56.58,63.28,496070.9006,30665922.1148864
2018-09-28,63.25,65.0,60.14,61.95,306042.00886,19128678.5769378
2018-09-29,61.95,62.34,58.95,61.61,206352.47293,12577562.1807731
2018-09-30,61.61,63.0,59.81,61.21,224746.26092,13734703.9417407
2018-10-01,61.19,62.09,59.51,60.45,189136.61486,11484878.1829783
2018-10-02,60.47,61.8,59.02,59.46,190207.92017,11489099.1894847
2018-10-03,59.42,59.66,56.67,57.56,199293.42312,11515193.8373846
2018-10-04,57.6,59.4,57.39,58.42,164171.36993,9643908.9132993
2018-10-05,58.43,59.85,57.65,58.93,152016.10897,8865509.4448689
2018-10-06,58.88,59.17,56.92,57.96,146487.74108,8512401.7290898
2018-10-07,57.98,58.64,56.88,58.33,137742.58904,7971910.2958602
2018-10-08,58.32,60.26,57.63,59.66,178247.28353,10499302.7273968
2018-10-09,59.65,59.84,58.29,59.03,156778.85225,9264677.0282078
2018-10-10,59.02,59.18,57.37,58.46,156144.05481,9074909.8197375
2018-10-11,58.43,58.66,50.62,51.36,269784.69405,14307677.1493092
2018-10-12,51.31,54.26,50.87,53.74,204719.86413,10863354.9131566
2018-10-13,53.7,54.88,53.2,54.05,162360.69862,8771145.0818299
2018-10-14,54.06,54.44,52.11,52.61,173244.35474,9306172.1147422
2018-10-15,52.61,61.86,52.17,56.16,380967.73216,21747320.2475761
2018-10-16,56.15,57.34,54.71,55.54,178767.67022,9988474.0004034
2018-10-17,55.54,55.72,54.32,55.27,189501.34735,10451967.889007
2018-10-18,55.31,55.85,53.0,53.53,163778.72064,8907285.9636503
2018-10-19,53.53,54.74,53.31,53.71,131153.05917,7061519.0366258
2018-10-20,53.68,54.65,53.28,54.28,134248.62479,7246667.2003764
2018-10-21,54.27,54.9,53.44,53.61,139868.39748,7580763.3297482
2018-10-22,53.62,54.16,52.67,53.12,113096.19471,6044482.1308859
2018-10-23,53.12,53.97,52.53,53.33,56502.9476,3006380.2184277
2018-10-24,53.34,53.92,53.0,53.11,50279.98528,2684802.8934149
2018-10-25,53.12,53.27,52.52,52.84,43215.95472,2287144.4417594
2018-10-26,52.81,53.55,52.23,52.56,49669.65386,2623371.2515115
2018-10-27,52.6,53.08,51.72,52.25,39585.13085,2075854.6261564
2018-10-28,52.25,52.66,51.7,52.07,35288.39702,1838724.3862475
2018-10-29,52.1,52.26,48.17,49.21,93056.55633,4660386.8668885
2018-10-30,49.16,49.96,49.02,49.34,41869.78433,2069910.6907136
2018-10-31,49.35,50.71,47.71,49.93,59069.9364,2926931.182231
2018-11-01,49.94,50.85,49.78,50.61,40743.54904,2044481.6283927
2018-11-02,50.63,52.2,50.56,51.78,55439.54227,2853112.5898938
2018-11-03,51.78,51.81,50.6,51.04,44526.44126,2280110.5089847
2018-11-04,51.09,56.33,50.77,54.6,131563.2191,7106100.759797
2018-11-05,54.6,55.15,53.01,53.91,71425.68187,3841003.0724431
2018-11-06,53.93,56.88,53.87,56.48,82733.19375,4543573.2471019
2018-11-07,56.44,56.92,53.52,54.47,96697.10571,5343582.6991728
2018-11-08,54.49,55.12,52.42,52.72,71785.25117,3845880.2935037
2018-11-09,52.7,53.15,51.62,52.25,54807.00008,2873957.5317537
2018-11-10,52.28,53.08,51.97,52.48,37947.99062,1994759.2672652
2018-11-11,52.47,52.57,49.79,51.46,66550.49463,3407022.15279
2018-11-12,51.5,52.04,50.59,51.26,60038.96458,3075503.9229793
2018-11-13,51.26,51.66,49.6,50.43,63966.88343,3255168.879664
2018-11-14,50.41,51.08,42.0,45.05,307943.67228,13948978.8933711
2018-11-15,45.05,45.8,40.4,44.78,239147.14363,10442471.6269976
2018-11-16,44.78,44.95,42.38,42.89,126959.9343,5526205.6703331
2018-11-17,42.89,42.94,41.92,42.43,64923.26975,2748488.2839843
2018-11-18,42.46,43.84,42.11,42.61,69727.51818,2991350.2245596
2018-11-19,42.63,42.65,35.94,37.07,266627.8181,10193547.6518018
2018-11-20,37.11,38.8,31.47,33.8,481972.20552,16734732.4018969
2018-11-21,33.71,35.38,32.17,35.15,307689.28614,10447986.7251629
2018-11-22,35.17,35.68,31.84,32.11,140470.92969,4791952.8493514
2018-11-23,32.09,33.81,31.1,32.74,178263.37599,5763152.7094353
2018-11-24,32.74,34.3,29.07,29.73,175080.65021,5486899.3643201
2018-11-25,29.72,32.93,27.7,31.49,330712.41278,9875455.0267542
2018-11-26,31.51,32.88,28.66,30.18,346087.77239,10650151.26109
2018-11-27,30.18,32.16,29.05,31.61,194024.5309,5911546.9844789
2018-11-28,31.62,36.51,31.39,34.74,261988.56211,8934592.4563842
2018-11-29,34.74,36.0,33.08,33.88,206424.03941,7091338.8885229
2018-11-30,33.9,34.53,31.07,32.21,182324.55561,5934596.3999476
2018-12-01,32.19,35.1,31.38,34.17,130601.17527,4373049.6516537
2018-12-02,34.11,35.24,33.21,33.82,126562.51308,4314174.8406725
2018-12-03,33.81,33.97,30.08,30.9,160953.47619,5107201.1187242
2018-12-04,30.92,32.25,29.87,31.13,125624.10065,3938334.4457955
2018-12-05,31.14,31.4,29.15,29.27,122536.95919,3686632.3658405
2018-12-06,29.28,30.49,26.25,26.78,186020.5287,5318278.7153886
2018-12-07,26.74,26.94,22.32,24.91,344334.77132,8550497.2274868
2018-12-08,24.88,26.63,22.89,24.22,272026.24012,6669827.4592307
2018-12-09,24.23,26.75,24.2,25.37,185392.27774,4728009.3049824
2018-12-10,25.37,25.82,23.67,24.14,159523.3339,3913245.9562269
2018-12-11,24.15,24.63,22.94,23.41,116912.31068,2774102.4887662
2018-12-12,23.4,24.98,23.2,24.13,116697.01621,2839522.3254574
2018-12-13,24.13,24.29,22.91,23.08,101343.24553,2391795.1552609
2018-12-14,23.06,23.76,22.5,23.34,115451.19357,2669993.897385
2018-12-15,23.33,24.06,23.09,23.6,114346.73652,2696112.2014415
2018-12-16,23.59,26.96,23.48,25.52,284638.36643,7367653.6178438
2018-12-17,25.51,30.3,25.43,28.95,415677.55009,11734862.3593704
2018-12-18,28.97,30.15,27.39,29.89,241540.21994,6940548.103116
2018-12-19,29.89,31.55,28.51,28.83,464104.88134,13967868.6904562
2018-12-20,28.83,32.76,28.52,32.18,347428.50187,10702281.6625123
2018-12-21,32.18,32.87,29.55,30.29,222927.66345,6941800.3395846
2018-12-22,30.29,31.49,29.7,31.33,106033.33577,3234572.7694072
2018-12-23,31.29,33.84,31.09,32.97,255561.72891,8317118.2252661
2018-12-24,32.98,36.12,32.17,32.68,305504.74498,10561724.7698791
2018-12-25,32.69,32.93,29.19,30.5,248993.55556,7586691.2768408
2018-12-26,30.5,31.68,28.79,30.3,174048.04136,5242464.4829548
2018-12-27,30.27,30.89,27.17,27.55,157817.22611,4528463.300989
2018-12-28,27.55,33.08,27.39,31.8,242123.8975,7428412.8216719
2018-12-29,31.78,32.81,29.91,30.28,222196.85698,6994333.2082403
2018-12-30,30.28,32.0,29.68,31.38,151572.93045,4696122.0322328
2018-12-31,31.38,31.43,29.42,29.9,97446.11241,2959940.3443041
2019-01-01,29.92,31.8,29.56,31.48,103182.73765,3162741.4467664
2019-01-02,31.47,33.29,31.07,32.67,118306.23317,3805773.1198366
2019-01-03,32.68,32.8,30.62,31.39,94129.85114,2982980.2248225
2019-01-04,31.41,32.53,30.78,31.76,108636.82193,3437486.3851984
2019-01-05,31.76,35.95,31.76,34.33,335581.55848,11471296.9699548
2019-01-06,34.33,39.71,33.89,38.3,761396.10676,28298586.9009635
2019-01-07,38.29,39.04,36.53,37.35,444975.92431,16797767.6556064
2019-01-08,37.35,40.8,36.91,38.7,522510.17142,20322945.3312497
2019-01-09,38.7,39.72,38.0,38.17,312030.13021,12104357.4442312
2019-01-10,38.17,38.77,31.0,32.81,584622.4539,19980421.46609
2019-01-11,32.81,33.22,29.68,31.49,351182.38165,11268415.5174647
2019-01-12,31.48,32.13,31.07,31.65,178476.28718,5640569.2458151
2019-01-13,31.65,32.63,29.12,29.59,229264.11927,7075842.0712984
2019-01-14,29.6,32.5,29.38,31.71,255282.35801,7925720.2735823
2019-01-15,31.72,32.27,29.95,30.75,216841.86085,6784015.4244266
2019-01-16,30.74,31.93,30.47,31.29,153939.59622,4789334.1418824
2019-01-17,31.29,31.55,29.8,31.4,203218.00286,6238519.8934698
2019-01-18,31.38,31.53,30.31,30.77,150711.34444,4659547.3864997
2019-01-19,30.78,32.92,30.77,32.0,164989.63668,5273505.545043
2019-01-20,31.94,33.2,28.45,30.64,249450.00408,7815412.7300217
2019-01-21,30.63,31.22,30.34,30.82,110305.75866,3392716.0542585
2019-01-22,30.82,32.0,29.48,31.41,199887.16257,6183272.8098907
2019-01-23,31.4,32.18,31.24,31.69,123577.27232,3920165.8017895
2019-01-24,31.69,33.1,30.89,32.51,138812.16216,4453091.2945143
2019-01-25,32.52,33.0,31.87,32.69,169242.53382,5485967.9294638
2019-01-26,32.68,33.95,32.57,32.8,166677.42808,5537195.8890435
2019-01-27,32.79,33.2,31.05,32.21,173697.81998,5628213.3201342
2019-01-28,32.22,32.53,30.0,30.94,267887.62942,8275485.9723247
2019-01-29,30.94,31.26,29.91,30.81,135879.8588,4168438.6557358
2019-01-30,30.8,31.97,30.47,31.68,129114.99705,4046024.3723204
2019-01-31,31.68,32.33,31.08,31.41,154708.17427,4881672.9566493
2019-02-01,31.43,33.64,30.7,32.65,335544.96445,10864529.5873272
2019-02-02,32.61,35.01,32.44,34.59,268052.52354,8939273.973636
2019-02-03,34.59,34.89,32.86,33.44,348406.73224,11802330.6146259
2019-02-04,33.43,34.5,33.36,34.09,206649.66902,7014206.2681502
2019-02-05,34.08,34.54,33.63,34.34,214319.34235,7321284.8808597
2019-02-06,34.35,34.5,32.25,32.79,312456.54201,10273847.9600226
2019-02-07,32.78,33.61,32.73,33.24,144528.08084,4798854.8184626
2019-02-08,33.23,44.85,32.75,42.99,1237384.07012,48819159.693489
2019-02-09,42.99,46.95,42.05,44.68,993529.35851,43845377.3617417
2019-02-10,44.68,47.59,42.0,46.79,667594.46229,30084786.2181325
2019-02-11,46.8,46.87,41.81,42.9,570398.48991,25000654.7153878
2019-02-12,42.88,44.57,41.84,43.89,326731.55801,14181167.7324087
2019-02-13,43.89,44.66,40.64,41.61,333914.84326,14169773.6990322
2019-02-14,41.61,42.45,40.31,41.26,285144.93739,11825040.1861124
2019-02-15,41.26,44.6,41.06,42.58,389950.95213,16519445.9920431
2019-02-16,42.6,44.37,42.28,43.34,326691.70793,14225774.1208697
2019-02-17,43.34,45.13,42.6,43.91,331698.79603,14459368.8381966
2019-02-18,43.89,49.03,43.62,47.84,744029.87121,34349598.9758269
2019-02-19,47.81,49.1,46.56,47.14,404786.75784,19350985.317177
2019-02-20,47.16,52.21,46.25,51.5,566874.12073,28402239.4220076
2019-02-21,51.47,51.65,47.35,48.94,383781.90032,18972966.8701831
2019-02-22,48.93,49.97,48.08,49.19,265979.43489,13079846.878828
2019-02-23,49.22,51.88,48.0,51.4,411115.3383,20597303.0431109
2019-02-24,51.39,53.53,42.37,43.75,685277.01608,32440229.6963062
2019-02-25,43.74,46.85,43.0,45.4,377273.17275,16992487.3052862
2019-02-26,45.4,45.89,44.06,44.76,220101.55494,9886505.2314402
2019-02-27,44.77,45.53,42.51,45.16,223940.94505,9964616.9874317
2019-02-28,45.15,46.7,44.44,45.61,258562.96779,11834468.51228
2019-03-01,45.62,48.95,45.53,47.05,336011.92294,15914635.4786478
2019-03-02,47.02,49.4,46.38,48.49,325733.94735,15618945.7813467
2019-03-03,48.51,49.1,47.18,47.86,218511.99396,10525909.3067072
2019-03-04,47.87,48.22,44.57,45.78,306985.27977,14131761.4970669
2019-03-05,45.78,54.25,45.38,52.52,798938.10368,40660412.2179829
2019-03-06,52.52,56.81,51.11,55.37,670227.49403,36366973.2904414
2019-03-07,55.37,59.12,53.77,56.73,816612.77049,46227699.9424252
2019-03-08,56.73,57.6,54.3,55.61,440480.65904,24793142.8918252
2019-03-09,55.58,59.83,55.38,57.78,413625.10436,23841397.7942103
2019-03-10,57.78,58.04,55.84,56.59,198932.23727,11276533.6754336
2019-03-11,56.63,57.37,54.0,54.82,319640.84363,17619148.0806475
2019-03-12,54.82,56.96,53.72,56.58,186798.97334,10473627.53209
2019-03-13,56.6,56.84,54.3,55.29,234206.35923,13044765.6089822
2019-03-14,55.29,58.2,51.66,55.94,333686.39631,18559101.3738751
2019-03-15,55.94,59.15,55.94,58.52,295307.77677,17013433.6384185
2019-03-16,58.52,61.97,58.41,61.21,375314.79266,22846386.0282299
2019-03-17,61.22,61.32,59.57,60.47,174833.31913,10590199.9608341
2019-03-18,60.47,62.63,58.2,59.17,301146.21398,18071146.4905442
2019-03-19,59.2,59.96,58.33,59.52,221995.59833,13162394.4379992
2019-03-20,59.5,60.74,56.64,60.27,285413.7934,16953291.8433374
2019-03-21,60.29,60.64,56.98,58.54,164946.60535,9725257.740012
2019-03-22,58.54,59.6,58.0,59.26,184427.33587,10869615.6738316
2019-03-23,59.23,61.76,58.93,60.89,372961.54781,22578010.5670285
2019-03-24,60.88,60.9,58.84,59.82,360926.15706,21566309.6375968
2019-03-25,59.81,60.7,58.2,59.04,216703.66968,12846830.3232689
2019-03-26,59.06,59.35,57.23,58.79,175752.00925,10247903.100617
2019-03-27,58.81,61.87,58.58,61.44,260971.73061,15803472.9452996
2019-03-28,61.43,61.43,60.15,60.5,160785.54618,9744151.8473039
2019-03-29,60.48,61.8,60.15,61.45,200422.34535,12200871.3372611
2019-03-30,61.41,61.56,59.59,60.45,161304.26128,9780439.5002168
2019-03-31,60.45,60.72,59.83,60.48,120015.86005,7234304.2504601
2019-04-01,60.47,60.9,59.62,60.45,129238.66121,7810478.4448446
2019-04-02,60.45,78.4,59.95,76.78,805505.16575,55327330.1915808
2019-04-03,76.76,98.5,76.24,85.19,1514710.29313,130062156.1077033
2019-04-04,85.02,89.85,79.85,84.7,775702.67217,66127061.9191573
2019-04-05,84.71,89.85,83.65,88.24,366668.99563,31984491.3758827
2019-04-06,88.24,97.54,85.0,92.21,706789.23459,65322880.0905888
2019-04-07,92.23,95.44,88.74,91.55,404878.13429,37409101.1554274
2019-04-08,91.55,94.0,85.2,88.57,439909.33843,39092277.7488787
2019-04-09,88.57,88.71,82.61,86.17,317748.78519,27340412.18294
2019-04-10,86.19,91.1,85.91,88.16,315727.23676,27802373.2737036
2019-04-11,88.16,88.45,74.64,78.88,663804.98498,52734752.5700692
2019-04-12,78.9,80.43,75.0,78.47,351092.11924,27388660.7258404
2019-04-13,78.43,81.02,75.51,77.62,276710.7109,21674683.2126471
2019-04-14,77.58,83.6,76.09,83.28,242418.41303,19179352.734823
2019-04-15,83.31,84.41,75.0,78.07,437925.65449,35039724.5357955
2019-04-16,78.06,81.49,76.88,80.27,295134.17728,23370026.8609958
2019-04-17,80.27,81.5,78.0,78.77,232336.81062,18452843.5923519
2019-04-18,78.82,83.66,78.74,81.68,328509.77037,26614059.4859404
2019-04-19,81.67,83.17,79.48,82.05,265365.49383,21606124.7509276
2019-04-20,82.05,82.69,79.33,81.15,209481.54759,17009020.0094766
2019-04-21,81.16,81.85,72.86,76.65,405449.35652,30882393.8202287
2019-04-22,76.61,77.63,74.9,76.51,285737.83886,21814764.7461896
2019-04-23,76.47,79.29,73.33,73.7,408341.22655,31534100.588167
2019-04-24,73.67,74.69,69.9,72.85,466422.90922,33586009.2516322
2019-04-25,72.85,74.43,70.6,71.78,307408.70386,22353656.7217245
2019-04-26,71.79,76.5,70.31,73.82,345014.87676,25320328.5480487
2019-04-27,73.83,74.01,71.83,72.23,102336.98217,7467848.3762795
2019-04-28,72.24,72.72,68.95,69.89,218635.58959,15458571.1783797
2019-04-29,69.89,70.37,66.5,67.87,203603.18601,13896456.9662964
2019-04-30,67.86,74.74,67.86,74.32,354469.13538,25357609.0003327
2019-05-01,74.31,75.36,71.78,73.36,273831.04765,20098972.4966065
2019-05-02,73.35,74.42,72.73,73.68,289626.45366,21306943.7993429
2019-05-03,73.65,80.58,73.31,79.22,538448.40523,41683556.4117655
2019-05-04,79.26,82.76,74.54,77.77,457004.01484,35750061.7116449
2019-05-05,77.73,78.16,75.4,75.7,236821.31245,18139200.7639219
2019-05-06,75.7,76.91,71.64,74.94,389445.48037,28863797.8869894
2019-05-07,74.95,78.75,73.4,74.61,357677.92795,27275279.8649669
2019-05-08,74.59,75.5,72.4,74.44,206081.78548,15267753.6578615
2019-05-09,74.44,75.9,72.77,74.19,240477.43667,17829294.3569958
2019-05-10,74.18,79.61,72.66,77.11,422915.9252,32199715.1352361
2019-05-11,77.12,95.0,76.85,86.59,909602.12694,78091222.1082642
2019-05-12,86.59,94.01,83.0,84.73,797262.85973,69998434.01864
2019-05-13,84.71,92.49,84.1,87.16,627311.35573,55391993.134908
2019-05-14,87.34,93.61,86.5,91.17,644139.06467,58186818.859561
2019-05-15,91.15,104.25,89.69,102.02,673429.92612,66429508.1788531
2019-05-16,102.03,107.14,90.73,95.49,1179885.10784,116020063.7773053
2019-05-17,95.49,97.48,84.27,89.76,914179.22548,80856683.9611846
2019-05-18,89.76,90.51,85.11,86.51,380542.14297,33352370.4500154
2019-05-19,86.55,96.81,86.07,94.58,584649.51759,54045051.6228448
2019-05-20,94.55,94.58,87.11,91.1,447735.71615,40656121.4410844
2019-05-21,91.1,93.02,88.83,90.79,335538.23309,30483197.1255505
2019-05-22,90.77,92.04,85.83,87.74,308520.29109,27641752.0456785
2019-05-23,87.74,89.53,84.62,88.61,208332.29525,18146600.071508
2019-05-24,88.67,103.77,88.01,100.5,832985.16125,81794059.9838869
2019-05-25,100.5,105.07,98.87,102.66,519802.9895,53062963.8260795
2019-05-26,102.66,114.0,97.5,111.0,658431.91144,68920626.4237978
2019-05-27,111.03,121.89,109.94,116.3,873684.89847,99764291.8459324
2019-05-28,116.41,118.22,111.08,114.81,399902.25403,45797915.3005502
2019-05-29,114.87,118.33,108.0,115.06,359489.09796,41060611.9641629
2019-05-30,115.03,120.35,102.4,107.78,708618.8245,80058167.9964162
2019-05-31,107.78,114.93,104.55,114.6,487341.72799,53042097.0134148
2019-06-01,114.65,116.28,110.51,112.35,318759.84041,36157772.3131558
2019-06-02,112.34,116.48,111.25,114.39,234192.23299,26740364.1967509
2019-06-03,114.44,116.2,105.01,105.99,441610.78458,49245349.1978798
2019-06-04,105.94,106.8,98.13,102.2,673951.14145,69303243.3129226
2019-06-05,102.2,105.21,100.11,103.66,379894.44483,39022877.2563426
2019-06-06,103.61,112.07,101.0,111.19,488905.21588,51485265.6301071
2019-06-07,111.25,121.0,109.53,116.71,619792.48983,71559713.2584965
2019-06-08,116.74,119.7,113.5,118.01,454621.75369,52877380.6399323
2019-06-09,118.01,118.94,111.02,114.66,425246.36749,48979996.5592727
2019-06-10,114.66,130.12,112.54,129.15,793211.22328,97867984.4881624
2019-06-11,129.19,138.56,124.85,135.69,836034.97354,109260631.0297876
2019-06-12,135.79,143.19,129.86,135.32,1015972.92864,139662839.6225523
2019-06-13,135.32,136.52,127.92,130.55,477007.30523,63425735.6627966
